100528,-0.34,0.57,1.58,-1.09,-9.11,7.51,20.14,5.21,255.70
100538,-0.34,0.56,1.55,-11.27,8.58,1.08,19.62,6.15,255.73
100548,-0.34,0.54,1.52,-20.88,22.40,-4.30,19.02,7.08,255.75
100558,-0.33,0.52,1.48,-31.01,34.32,-8.54,18.30,8.05,255.76
100568,-0.33,0.50,1.44,-40.19,45.06,-11.83,17.53,9.08,255.80
100578,-0.32,0.48,1.40,-48.46,55.77,-14.44,16.70,10.21,255.84
100588,-0.31,0.45,1.37,-55.38,65.86,-16.40,15.88,11.41,255.91
100598,-0.31,0.43,1.33,-61.09,75.18,-18.03,15.07,12.67,255.98
100608,-0.30,0.41,1.29,-65.88,83.25,-19.05,14.20,13.95,256.04
100618,-0.30,0.38,1.26,-70.33,90.86,-19.93,13.25,15.27,256.08
100628,-0.31,0.35,1.22,-74.42,97.94,-20.89,12.27,16.64,256.10
100638,-0.31,0.32,1.18,-78.28,105.09,-21.05,11.28,18.07,256.14
100648,-0.32,0.29,1.14,-81.49,111.62,-20.75,10.26,19.54,256.18
100658,-0.33,0.26,1.10,-84.35,117.07,-19.90,9.22,20.99,256.22
100668,-0.33,0.24,1.07,-86.94,121.40,-18.66,8.18,22.33,256.26
100678,-0.34,0.22,1.03,-88.38,125.20,-17.80,7.26,23.84,256.31
100688,-0.35,0.19,1.00,-88.84,129.20,-16.95,6.30,25.39,256.33
100698,-0.37,0.17,0.96,-88.20,134.38,-16.38,5.45,27.06,256.34
100708,-0.38,0.15,0.93,-87.22,139.62,-16.19,4.62,28.77,256.33
100718,-0.39,0.13,0.89,-86.28,144.75,-16.55,3.76,30.54,256.26
100728,-0.41,0.12,0.85,-86.19,149.13,-16.67,2.82,32.31,256.16
100738,-0.42,0.09,0.82,-86.39,152.13,-17.17,1.82,34.05,255.98
100748,-0.44,0.08,0.78,-86.89,154.17,-17.56,0.78,35.77,255.77
100758,-0.45,0.06,0.75,-86.97,155.04,-17.86,-0.28,37.45,255.51
100768,-0.46,0.04,0.71,-86.97,155.07,-17.20,-1.31,39.10,255.27
100778,-0.48,0.03,0.68,-86.16,153.17,-17.07,-2.36,40.64,254.97
100788,-0.48,0.01,0.65,-85.67,151.81,-15.79,-3.44,42.17,254.67
100798,-0.49,-0.00,0.62,-84.17,149.13,-16.16,-4.53,43.63,254.27
100808,-0.50,-0.01,0.58,-82.52,146.61,-17.20,-5.63,45.06,253.79
100818,-0.51,-0.02,0.55,-80.78,144.43,-18.45,-6.80,46.47,253.21
100828,-0.52,-0.03,0.52,-79.16,143.09,-19.31,-8.00,47.90,252.60
100838,-0.54,-0.04,0.48,-78.15,141.24,-19.43,-9.23,49.28,251.96
100848,-0.55,-0.05,0.45,-77.90,139.02,-19.07,-10.51,50.62,251.31
100858,-0.56,-0.07,0.42,-78.02,136.13,-18.49,-11.85,51.90,250.63
100868,-0.57,-0.08,0.38,-77.31,133.27,-17.75,-13.19,53.14,249.91
100878,-0.57,-0.09,0.34,-75.75,130.01,-16.82,-14.51,54.32,249.16
100888,-0.59,-0.10,0.30,-73.22,127.17,-15.95,-15.82,55.49,248.37
100898,-0.60,-0.11,0.27,-69.88,124.13,-14.68,-17.06,56.62,247.57
100908,-0.61,-0.13,0.23,-66.33,121.07,-13.52,-18.31,57.71,246.74
100918,-0.63,-0.13,0.20,-63.24,117.02,-12.69,-19.56,58.71,245.89
100928,-0.65,-0.14,0.16,-61.41,112.37,-11.33,-20.82,59.66,245.08
