129560,-0.85,-0.01,0.03,-7.49,-15.23,37.76,93.08,56.46,69.85
129570,-0.86,-0.01,0.03,-9.90,-20.62,3.46,92.32,57.93,69.18
129580,-0.87,-0.00,0.03,-12.08,-25.15,-26.82,91.47,59.53,68.43
129590,-0.89,0.00,0.03,-14.58,-28.83,-54.76,90.49,61.31,67.60
129600,-0.90,0.00,0.03,-17.00,-31.76,-79.59,89.38,63.21,66.65
129610,-0.92,0.00,0.02,-20.40,-33.68,-103.12,88.09,65.28,65.59
129620,-0.94,0.00,0.02,-24.06,-34.58,-125.20,86.59,67.51,64.38
129630,-0.97,0.00,0.02,-29.39,-34.43,-146.61,84.76,69.91,62.96
129640,-1.01,0.00,0.02,-34.43,-34.40,-166.89,82.37,72.45,61.02
129650,-1.07,0.01,0.02,-40.85,-34.27,-185.14,79.10,75.06,58.31
129660,-1.12,0.01,0.02,-47.46,-33.23,-199.95,74.74,77.63,54.58
129670,-1.16,0.01,0.02,-54.46,-30.89,-211.84,68.68,80.14,49.25
129680,-1.19,0.01,0.02,-61.12,-27.59,-220.88,59.50,82.51,40.85
129690,-1.21,0.01,0.02,-67.77,-23.38,-228.94,43.40,84.63,25.61
129700,-1.23,0.01,0.02,-74.41,-19.35,-236.26,12.89,85.99,356.01
129710,-1.24,0.01,0.02,-80.81,-14.65,-243.55,-26.71,85.77,317.37
129720,-1.26,0.01,0.02,-86.59,-10.42,-249.41,-52.18,84.15,292.91
129730,-1.28,0.02,0.03,-91.93,-5.85,-254.15,-65.62,81.97,280.51
129740,-1.30,0.02,0.03,-96.83,-1.16,-256.63,-73.47,79.65,273.74
129750,-1.31,0.02,0.03,-101.01,4.39,-257.31,-78.88,77.30,269.41
129760,-1.32,0.03,0.03,-104.43,9.80,-256.50,-82.89,74.96,266.50
129770,-1.32,0.03,0.04,-107.08,15.38,-252.68,-86.10,72.75,264.37
129780,-1.31,0.04,0.04,-108.47,20.59,-247.62,-88.76,70.60,262.77
129790,-1.30,0.04,0.04,-109.50,24.79,-239.18,-91.00,68.66,261.59
129800,-1.27,0.05,0.04,-109.40,28.25,-230.48,-92.93,66.80,260.68
129810,-1.25,0.05,0.05,-108.62,31.02,-218.81,-94.65,65.16,259.95
129820,-1.22,0.06,0.05,-106.86,33.49,-207.70,-96.20,63.59,259.33
129830,-1.18,0.06,0.05,-104.38,35.42,-194.49,-97.63,62.24,258.78
129840,-1.15,0.07,0.05,-100.99,37.02,-181.52,-98.94,61.00,258.28
129850,-1.12,0.07,0.05,-96.68,37.88,-166.07,-100.14,60.00,257.81
129860,-1.10,0.08,0.06,-91.83,38.00,-150.00,-101.22,59.18,257.39
129870,-1.07,0.08,0.06,-85.24,36.96,-132.25,-102.13,58.61,257.02
129880,-1.04,0.09,0.06,-78.58,35.60,-113.61,-102.97,58.26,256.63
129890,-1.02,0.09,0.06,-70.53,33.16,-93.88,-103.66,58.16,256.27
129900,-0.99,0.09,0.06,-62.49,30.39,-74.21,-104.27,58.25,255.91
129910,-0.97,0.10,0.07,-52.99,26.64,-54.38,-104.69,58.56,255.59
129920,-0.96,0.09,0.07,-43.10,22.52,-34.87,-104.99,59.05,255.27
129930,-0.95,0.10,0.07,-31.88,17.97,-14.13,-105.14,59.81,254.94
129940,-0.95,0.09,0.07,-20.37,13.37,5.48,-105.16,60.73,254.61
129950,-0.95,0.09,0.07,-8.07,7.99,26.33,-105.02,61.92,254.31
129960,-0.96,0.09,0.07,4.36,3.50,46.10,-104.80,63.26,253.93
129970,-0.97,0.08,0.07,17.39,-1.24,65.79,-104.43,64.81,253.56
129980,-0.98,0.08,0.07,30.17,-5.23,83.21,-103.97,66.44,253.18
129990,-0.99,0.07,0.07,42.30,-8.14,101.27,-103.55,68.27,252.63
130000,-1.01,0.06,0.07,53.93,-10.69,117.57,-103.08,70.19,252.05
130010,-1.03,0.06,0.07,65.53,-13.14,133.09,-102.53,72.25,251.45
130020,-1.06,0.05,0.07,76.11,-15.17,146.89,-101.97,74.37,250.80
130030,-1.09,0.04,0.07,85.92,-15.73,159.96,-101.65,76.59,249.83
130040,-1.12,0.04,0.07,94.12,-16.13,172.18,-101.53,78.89,248.64
130050,-1.16,0.03,0.07,101.42,-15.29,183.63,-102.14,81.26,246.70
130060,-1.20,0.03,0.06,107.55,-13.83,194.27,-104.12,83.68,243.36
